ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2594951-20180423,2594951,426953,1,MIDWEST RECEIVABLE SOLUTIONS LLC,MIDWEST RECEIVABLE SOLUTIONS LLC,2323  GULL RD  E,KALAMAZOO,MI,49048,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2594951.0,ISSUE,04/20/2018,04/20/2018,04/20/2018,N,04/23/2018,05/15/2020,04/20/2018,04/23/2018,AAI,,,,,
1358392-20030620,1358392,264523,1,HOWARD & PARTNERS CORP.,HOWARD & PARTNERS CORP.,3721  MONROE ST,BELLWOOD,IL,60104,,,,,1010,Limited Business License,,,1358392.0,ISSUE,06/19/2003,06/19/2003,06/19/2003,N,06/20/2003,02/15/2004,06/19/2003,06/20/2003,AAI,,,,,
2098829-20150516,2389511,362578,1,M BURGER THOMPSON LLC,M BURGER,100 W RANDOLPH ST LL CO7,CHICAGO,IL,60601,42.0,9.0,42-9,1.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2098829.0,RENEW,,03/15/2015,04/09/2015,N,05/16/2015,05/15/2017,04/09/2015,04/10/2015,AAI,,,41.884586267,-87.631010446,"(41.88458626715456, -87.63101044588599)"
2204586-20121229,2204586,29087,30,"GROOT RECYCLING & WASTE SERVICES, INC.","GROOT RECYCLING & WASTE SERVICES, INC.",2500  LANDMEIER RD,ELK GROVE VILLAGE,IL,60007,,,,,4404,Regulated Business License,741,Private Scavenger - Vehicle,2204586.0,ISSUE,,,,N,12/29/2012,01/15/2013,,12/29/2012,AAI,,,,,
66413-20030516,1345076,20497,1,GRILLER'S #2 INC,GRILLERS CAFE,40 E PEARSON ST,CHICAGO,IL,60611,42.0,32.0,42-32,18.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,66413.0,RENEW,03/25/2003,05/16/2003,05/15/2003,N,05/16/2003,05/15/2004,05/16/2003,05/19/2003,AAI,,,41.897651538,-87.626728956,"(41.897651537750946, -87.62672895599906)"
1869856-20091016,1988562,66523,4,"NEWMARK CONSTRUCTION, INC.","NEWMARK CONSTRUCTION, INC.",9255 S HARLEM  1ST,BRIDGEVIEW,IL,60455,,,,,1010,Limited Business License,,,1869856.0,RENEW,,08/14/2009,09/01/2009,N,10/16/2009,10/15/2011,09/01/2009,09/02/2009,AAI,,,,,
1867-20020516,1229692,368,1,"CHICAGO PRODUCE, INC.",CHICAGO PRODUCE,3500 W LAWRENCE AVE,CHICAGO,IL,60625,33.0,22.0,33-22,17.0,1474,Package Goods,774,Retail Sales of Packaged Liquor,1867.0,RENEW,03/27/2002,04/19/2002,04/19/2002,N,05/16/2002,11/15/2002,04/19/2002,04/22/2002,AAI,,,41.968485373,-87.71587133,"(41.96848537331812, -87.71587132951537)"
2309226-20160216,2440868,350574,2,"CHRIS MECHANICAL SERVICES, INC.","Chris Mechanical Services, Inc.",396  FENTON LN  605,WEST CHICAGO,IL,60185,,,,,1010,Limited Business License,677,Household Goods / Appliance Repair,2309226.0,RENEW,,12/15/2015,01/22/2016,N,02/16/2016,02/15/2018,01/22/2016,04/21/2017,AAI,,,,,
1225581-20060216,1665858,243206,8,ALLIED WASTE TRANSPORTATION INC.,GROEN WASTE SERVICE,13701 S KOSTNER,CRESTWOOD,IL,60445,,,,,1676,"Scavenger, Private",,,1225581.0,RENEW,,12/21/2005,03/07/2006,N,02/16/2006,02/15/2007,03/30/2006,03/31/2006,AAI,,,,,
75069-20020216,1202424,22375,1,MULLENIX ENTERPRISES INC,MULLENIX ENTERPRISES INC,7667  GROSS POINT RD 1ST,SKOKIE,IL,60056,,,,,1010,Limited Business License,,,75069.0,RENEW,,12/20/2001,06/14/2002,N,02/16/2002,02/15/2003,06/14/2002,06/17/2002,AAI,,,,,
1620160-20100416,2019694,272396,2,IC RESOURCE LTD,IC RESOURCE LTD,8000  KILPATRICK,SKOKIE,IL,60076,,,,,1011,Home Repair,,,1620160.0,RENEW,,02/11/2010,08/02/2010,N,04/16/2010,04/15/2012,08/02/2010,08/03/2010,AAI,,,,,
2152344-20120423,2152344,371666,1,MARGARITA PATINO,MARGARITA PATINO,2812 S WENONAH,BERWYN,IL,60402,,,,,1603,"Peddler, food (fruits and vegtables only)",,,2152344.0,ISSUE,04/23/2012,04/23/2012,04/23/2012,N,04/23/2012,05/15/2014,,04/23/2012,AAC,12/29/2012,,,,
1680524-20100816,2039489,204514,2,C M S CONSOLIDATED INC,C M S CONSOLIDATED,3740  MAIN ST,SKOKIE,IL,60076,,,,,1011,Home Repair,,,1680524.0,RENEW,,06/15/2010,08/09/2010,N,08/16/2010,08/15/2012,08/09/2010,08/10/2010,AAI,,,,,
1514562-20070216,1791427,279180,1,"ENVIROMAX-HVAC, INC.","ENVIROMAX-HVAC, INC.",9028 N CHURCHILL CIR,NILES,IL,60714,,,,,1010,Limited Business License,,,1514562.0,RENEW,,12/20/2006,01/11/2007,N,02/16/2007,03/15/2009,01/11/2007,01/12/2007,AAI,,,,,
1772420-20081016,1924702,218965,3,ZD HEATING COOLING INC,ZD HEATING COOLING INC,933  ROLLING PASS,GLENVIEW,IL,60025,,,,,1011,Home Repair,,,1772420.0,RENEW,,08/15/2008,10/06/2008,N,10/16/2008,10/15/2010,10/06/2008,10/07/2008,AAI,,,,,
1804377-20150416,2383081,315348,1,"K & B HEATING AND COOLING, INC.","K & B HEATING & COOLING, INC.",310 S OAKWOOD AVE 1,WILLOW SPRINGS,IL,60480,,,,,1010,Limited Business License,902 | 901,"Heating, Ventilation and Air Conditioning Services - Commercial | Heating, Ventilation and Air Conditioning Services - Residential",1804377.0,RENEW,,02/15/2015,03/09/2015,N,04/16/2015,04/15/2017,03/09/2015,03/10/2015,AAI,,,,,
34299-20180116,2566507,32559,1,SYMPHONY INC,SYMPHONY,6507 W ARCHER AVE 1ST,CHICAGO,IL,60638,23.0,11.0,23-11,8.0,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,34299.0,RENEW,,11/15/2017,12/22/2017,N,01/16/2018,01/15/2020,12/22/2017,12/26/2017,AAI,,,41.792180655,-87.784581908,"(41.79218065502141, -87.78458190756385)"
1768984-20070816,1834128,222437,2,NINJA CONSTRUCTION COMPANY,ACE CONSTRUCTION,2330  HAMMOND DR,SCHAUMBURG,IL,60173,,,,,1010,Limited Business License,,,1768984.0,RENEW,,06/21/2007,08/15/2007,N,08/16/2007,08/15/2008,08/15/2007,08/16/2007,AAI,,,,,
1768208-20061020,1768208,310734,1,HIGGINS HEATING & COOLING CORP,HIGGINS HEATING & COOLING CORP,17058  DIXIE HIGHWAY,HAZEL CREST,IL,60429,,,,,1011,Home Repair,,,1768208.0,ISSUE,10/20/2006,10/20/2006,10/20/2006,N,10/20/2006,02/15/2007,10/20/2006,10/20/2006,AAI,,,,,
1477831-20040224,1477831,273518,1,KEVIN CONNERS,KC CONSTRUCTION,3400 W 111TH ST,CHICAGO,IL,60655,19.0,54.0,19-54,22.0,1011,Home Repair,,,1477831.0,ISSUE,02/23/2004,02/23/2004,02/23/2004,N,02/24/2004,02/15/2005,02/23/2004,02/24/2004,AAI,,55.0,41.691601539,-87.705802013,"(41.691601539364996, -87.70580201252551)"
1357271-20100716,2034611,244261,1,ROSE UPHOLSTERY,ROSE UPHOLSTERING,10428 S EWING AVE,CHICAGO,IL,60617,10.0,33.0,10-33,4.0,1010,Limited Business License,,,1357271.0,RENEW,,05/17/2010,12/02/2010,N,07/16/2010,07/15/2012,12/02/2010,12/03/2010,AAI,,,41.705506146,-87.53543241,"(41.70550614595112, -87.53543241031586)"
19544-20080516,1895290,7955,2,RUSH MECHANICAL CONTRACTORS,RUSH MECHANICAL CONTRACTORS,15806  ANNICO DR,HOMER GLEN,IL,60491,,,,,1010,Limited Business License,,,19544.0,RENEW,,03/24/2008,05/19/2008,N,05/16/2008,05/15/2010,05/19/2008,05/20/2008,AAI,,,,,
63119-20100316,2014761,19885,2,FRESH LOOK CONSTRUCTION INC.,FRESH LOOK CONSTRUCTION INC,1409 E HENRY   1,DES PLAINES,IL,60016,,,,,1010,Limited Business License,,,63119.0,RENEW,,01/15/2010,02/20/2010,N,03/16/2010,03/15/2012,02/20/2010,02/22/2010,AAI,,,,,
60333-20020216,1243306,58542,2,"AIRNET SYSTEMS, INC.",AIRNET EXPRESS,9740 W FOSTER AVE  1,ROSEMONT,IL,60018,,,,,1010,Limited Business License,,,60333.0,RENEW,,04/04/2002,04/04/2002,N,02/16/2002,02/15/2003,04/04/2002,04/05/2002,AAI,,,41.973277863,-87.868073316,"(41.973277863439264, -87.86807331590252)"
1909797-20080606,1909797,332478,1,BAYRON M VICUNA AICAS,B. CONSTRUCTION,1336 S 51ST CT,CICERO,IL,60804,,,,,1011,Home Repair,,,1909797.0,ISSUE,06/06/2008,06/06/2008,06/06/2008,N,06/06/2008,02/15/2010,06/06/2008,06/06/2008,AAI,,,,,
1969949-20110516,2087409,343267,1,Elite Sewer & Water Contractors Inc.,Elite Sewer & Water Contractors Inc.,9355 W BERNICE AVE,SCHILLER PARK,IL,60176,,,,,1011,Home Repair,,,1969949.0,RENEW,,03/15/2011,05/23/2011,N,05/16/2011,05/15/2013,05/23/2011,05/24/2011,AAC,12/29/2012,,,,
33317-20020516,1239175,53951,7,CONOPCO INC.,GOOD HUMOR/BREYERS ICE CREAM,5400  118TH AVE  NORTH,CLEARWATER,FL,34620,,,,,1007,Wholesale Food Establishment,864,Wholesale Food Sales,33317.0,RENEW,,03/27/2002,05/17/2002,N,05/16/2002,05/15/2003,05/17/2002,05/20/2002,AAI,,,,,
1591630-20050325,1591630,289319,1,MPC CONSTRUCTION INC.,MPC CONSTRUCTION INC.,921 W 8TH,MINOOKA,IL,61760,,,,,1010,Limited Business License,,,1591630.0,ISSUE,03/24/2005,03/24/2005,03/24/2005,N,03/25/2005,02/15/2006,03/24/2005,03/25/2005,AAI,,,,,
2207394-20150316,2377379,314837,1,"LARIX, INC","LARIX, INC",132  WILLOWEDGE CT  D,WILLOW SPRINGS,IL,60480,,,,,4404,Regulated Business License,673,Home Repair Services,2207394.0,RENEW,,01/16/2015,03/11/2015,N,03/16/2015,03/15/2017,03/11/2015,03/12/2015,AAI,,,,,
63068-20050216,1552459,19876,2,IQ SOLUTIONS,IQ SOLUTIONS,1801 E NINTH ST  1500,CLEVELAND,OH,44114,,,,,1010,Limited Business License,,,63068.0,RENEW,,12/20/2004,02/14/2005,N,02/16/2005,02/15/2006,02/14/2005,02/15/2005,AAI,,,,,
2522658-20170417,2522658,3493,2,SINBAD'S CASTLE ARCADE LIMITED,SINBAD'S CASTLE ARCADE LIMITED,9520-22  GRAND,FRANKLIN PARK,IL,60131,,,,,4404,Regulated Business License,645,"Distribution, Placing, Leasing or Sales of Automatic Amusement Devices",2522658.0,ISSUE,03/27/2017,03/27/2017,03/27/2017,N,04/17/2017,05/15/2018,04/14/2017,04/17/2017,AAI,,,,,
2595896-20180510,2595896,427497,1,"DVC HEATING & COOLING INC.,","DVC HEATING & COOLING INC.,",8942  MENARD AVE,MORTON GROVE,IL,60053,,,,,4404,Regulated Business License,901,"Heating, Ventilation and Air Conditioning Services - Residential",2595896.0,ISSUE,05/10/2018,05/10/2018,05/10/2018,N,05/10/2018,05/15/2020,05/10/2018,05/10/2018,AAI,,,,,
1964977-20121016,2181821,296791,2,JON DELAFORET,CHATHAM COMFORT CONTROLS,24030 S WALDEN LN,CRETE,IL,60417,,,,,1011,Home Repair,,,1964977.0,RENEW,,08/15/2012,10/14/2012,N,10/16/2012,10/15/2014,10/14/2012,10/15/2012,AAC,12/29/2012,,,,
1646067-20051011,1646067,296652,1,RHONDA C KELLY,RHONDA C KELLY,10719  GREEN MEADOWS DR,MOKENA,IL,60448,,,,,1604,"Peddler, non-food",,,1646067.0,ISSUE,10/11/2005,10/11/2005,10/11/2005,N,10/11/2005,02/15/2006,,10/11/2005,AAI,,,,,
2398662-20150513,2398662,376756,8,PIZZA TRUCK LLC,Chicago Pizza Boss,247 N YORK RD,ELMHURST,IL,60126,,,,,1329,Special Event Food,947,"180 Day Multiple - Special Event Food, Mobile Food Vehicle",2398662.0,ISSUE,05/08/2015,05/13/2015,05/13/2015,N,05/13/2015,11/08/2015,05/13/2015,05/13/2015,AAI,,,,,
1493732-20040525,1493732,266279,2,KHALIL M. QANDIL,KH HOME REMODELING,1005  KENTWOOD DR,DYER,IN,46311,,,,,1011,Home Repair,,,1493732.0,ISSUE,05/24/2004,05/24/2004,05/24/2004,N,05/25/2004,02/15/2005,05/24/2004,05/25/2004,AAI,,,,,
2262394-20130524,2262394,381404,1,JACQUELINE GAMA,TECNOPHONE,4100 S ASHLAND AVE 286,CHICAGO,IL,60609,12.0,16.0,12-16,9.0,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2262394.0,ISSUE,05/23/2013,05/24/2013,05/24/2013,N,05/24/2013,06/15/2015,05/24/2013,05/24/2013,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
76902-20040216,1459933,67057,1,JML TRIANGLE DESIGN,JML TRIANGLE DESIGN,8126  45 PL 1ST,LYONS,IL,60534,,,,,1010,Limited Business License,,,76902.0,RENEW,,12/15/2003,01/20/2004,N,02/16/2004,02/15/2005,12/22/2003,01/21/2004,AAC,01/30/2004,,,,
2564756-20180213,2564756,422939,1,JEFFREY BOWEN,JEFFREY BOWEN,[REDACTED FOR PRIVACY],CHESTERTON,IN,46304,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2564756.0,ISSUE,11/07/2017,11/07/2017,02/09/2018,N,02/13/2018,02/15/2019,02/09/2018,02/13/2018,AAI,,,,,
1119062-20060216,1664128,209118,1,"JMS ELECTRIC, INC","JMS ELECTRIC, INC",871 E PARKWAY,SCHAUMBURG,IL,60173,,,,,1010,Limited Business License,,,1119062.0,RENEW,,12/21/2005,01/23/2006,N,02/16/2006,02/15/2007,01/23/2006,01/24/2006,AAI,,,,,
1222751-20020606,1222751,17030,1,"THE BERGERAC GROUP, LTD.",IRONSIDE BAR & GALLEY,546 N WELLS ST 1ST,CHICAGO,IL,60654,42.0,14.0,42-14,18.0,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1222751.0,ISSUE,01/23/2002,04/04/2002,04/05/2002,N,06/06/2002,11/15/2002,06/05/2002,06/06/2002,AAC,08/23/2016,,41.892202981,-87.634227899,"(41.892202981359844, -87.63422789890868)"
1276683-20030216,1328415,251196,1,TKT HEATING & COOLING INC,TKT HEATING & COOLING INC,9098 W TERRACE DR  H,NILES,IL,60714,,,,,1010,Limited Business License,,,1276683.0,RENEW,,12/17/2002,01/07/2003,N,02/16/2003,02/15/2004,01/07/2003,01/08/2003,AAI,,,,,
1333546-20060216,1662881,85883,2,LUSE-STEVENSON CO,LUSE-STEVENSON CO,3990  ENTERPRISE CT,AURORA,IL,60504,,,,,1010,Limited Business License,,,1333546.0,RENEW,,12/21/2005,01/30/2006,N,02/16/2006,02/15/2007,01/30/2006,01/31/2006,AAI,,,,,
1576460-20080116,1877081,216459,2,WOJCIECH ANDY KOTULSKI,W & K CONSTRUCTION,4043 N OTTAWA  1,NORRIDGE,IL,60706,,,,,1011,Home Repair,,,1576460.0,RENEW,,11/26/2007,01/29/2008,N,01/16/2008,01/15/2010,01/29/2008,01/30/2008,AAI,,,,,
2270224-20150716,2403429,382521,1,"Enhanced Recovery Company, LLC","Enhanced Recovery Company, LLC",22 E HAUS KHAS,NEW DELHI,FL,11001,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270224.0,RENEW,,05/15/2015,06/08/2015,N,07/16/2015,07/15/2017,06/08/2015,06/09/2015,AAI,,,,,
2208680-20121229,2208680,350890,1,"Avondale Closeout, LLC",Avondale Closeout LLC,425 N HUEHL RD  18,NORTHBROOK,IL,60062,,,,,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2208680.0,ISSUE,,,,N,12/29/2012,03/15/2014,,12/29/2012,AAI,,,,,
55017-20030216,1321431,86304,1,NORTHLAND SERVICES INC,NORTHLAND SERVICES INC,439 N STONE ST,LA GRANGE PARK,IL,60526,,,,,1010,Limited Business License,,,55017.0,RENEW,,12/17/2002,02/05/2003,N,02/16/2003,02/15/2004,02/05/2003,06/05/2003,AAI,,,,,
1799285-20070116,1799285,313419,1,JOSEPH P. CARRABINO,JOSEPH P. CARRABINO,1572  CHANNING,FERNDALE,MI,48220,,,,,1604,"Peddler, non-food",,,1799285.0,ISSUE,01/16/2007,01/16/2007,01/16/2007,N,01/16/2007,02/15/2009,,01/16/2007,AAI,,,,,
1892254-20140316,2306864,328112,1,"THE FIBAR GROUP, LLC","THE FIBAR GROUP, LLC",80  BUSINESS PARK DR,ARMONK,NY,10504,,,,,1010,Limited Business License,,,1892254.0,RENEW,,01/15/2014,02/14/2014,N,03/16/2014,03/15/2016,02/14/2014,02/18/2014,AAI,,,,,
2252316-20161005,2252316,300467,13,"INDEPENDENT RECYCLING SERVICES,INC.",INDEPENDENT RECYCLING SERVICES,7425 S MADISON ST,BURR RIDGE,IL,60527,,,,,4404,Regulated Business License,741,Private Scavenger - Vehicle,2252316.0,ISSUE,04/16/2013,05/13/2013,05/15/2013,N,10/05/2016,05/15/2017,10/04/2016,10/05/2016,AAI,,,,,
2212973-20121229,2212973,366464,1,MATTHEW M FOUTS,MATTHEW M FOUTS,334 W CENTRAL AVE,LOMBARD,IL,60148,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2212973.0,ISSUE,,,,N,12/29/2012,10/15/2013,,12/29/2012,AAI,,,,,
1144808-20020216,1219267,215647,1,ERIC JOSEPH YUGAR,ERIC JOSEPH YUGAR,21 W 72 BEMIS RD,GLEN ELLYN,IL,60137,,,,,1604,"Peddler, non-food",,,1144808.0,RENEW,,12/21/2001,04/08/2002,N,02/16/2002,02/15/2003,04/08/2002,04/09/2002,AAI,,,,,
1477219-20040218,1477219,273310,1,SEJ CONTRACTORS INC.,SEJ CONTACTORS,711 S MT PROSPECT RD,DES PLAINES,IL,60016,,,,,1010,Limited Business License,,,1477219.0,ISSUE,02/17/2004,02/17/2004,02/17/2004,N,02/18/2004,02/15/2005,02/17/2004,02/18/2004,AAI,,,,,
1928035-20100916,2047594,336720,1,BEAR MECHANICAL INC.,BEAR MECHANICAL INC.,18008  WOLF RD  226,ORLAND PARK,IL,60467,,,,,1010,Limited Business License,,,1928035.0,RENEW,,07/15/2010,07/27/2010,N,09/16/2010,09/15/2012,07/27/2010,07/28/2010,AAI,,,,,
1546804-20050216,1574871,285204,1,STERLING BANK,SILVERMARK CAPITAL,4600  GULE FREEWAY,HOUSTON,TX,77023,,,,,1010,Limited Business License,,,1546804.0,RENEW,,01/20/2005,02/14/2005,N,02/16/2005,02/15/2006,02/14/2005,02/15/2005,AAI,,,,,
43246-20090516,1960846,35033,1,"J & M DISPLAYS, INC.","J & M DISPLAY, INC",18064  170TH AVE  1,YARMOUTH,IA,52660,,,,,1253,Explosives,853,Use of Explosives,43246.0,RENEW,,03/16/2009,03/26/2009,N,05/16/2009,05/15/2011,03/26/2009,03/27/2009,AAI,,,,,
1790646-20110316,2077201,268063,1,SOLARTECH HEATING & AIR CONDITIONING INC.,SOLARTECH HEATING & AIR CONDITIONING INC.,10434 S INTERLOCHEN DR,PALOS HILLS,IL,60465,,,,,1010,Limited Business License,,,1790646.0,RENEW,,01/14/2011,03/14/2011,N,03/16/2011,03/15/2013,03/14/2011,03/15/2011,AAI,,,,,
2333496-20140527,2333496,390592,1,A-1 Concrete Leveling and Foundation Inc.,A-1 Concrete Leveling and Foundation Repair,1201  PARK AVE,RIVER FOREST,IL,60305,,,,,4404,Regulated Business License,673,Home Repair Services,2333496.0,ISSUE,,05/23/2014,05/23/2014,N,05/27/2014,06/15/2016,05/23/2014,05/27/2014,AAI,,,,,
1913989-20080617,1913989,331862,1,"AIM REHABILITATION AND HOMECARE SERVICES, INC.","AIM REHABILITATION AND HOMECARE SERVICES, INC.",5115  CHURCH ST 1ST,SKOKIE,IL,60077,,,,,1010,Limited Business License,,,1913989.0,ISSUE,06/17/2008,06/17/2008,06/17/2008,N,06/17/2008,07/15/2009,06/17/2008,06/17/2008,AAI,,,,,
2277657-20150316,2377327,310301,2,RODOLFO MEDINA,INFINITY GLASS & MIRRORS,1426  WISCONSIN AVE,BERWYN,IL,60402,,,,,4404,Regulated Business License,673,Home Repair Services,2277657.0,RENEW,,01/16/2015,03/06/2015,N,03/16/2015,03/15/2017,03/06/2015,03/09/2015,AAI,,,,,
56013-20060216,1660673,57659,1,VERONICA CONTRACTING INC,VERONICA CONTRACTING INC,6 N 011 RIVERSIDE   1D,SAINT CHARLES,IL,60174,,,,,1010,Limited Business License,,,56013.0,RENEW,,12/21/2005,01/18/2006,N,02/16/2006,02/15/2007,01/18/2006,01/19/2006,AAI,,,,,
16852-20030216,1316978,51793,1,WRECKING THE G & G WAY INC,WRECKING THE G & G WAY INC,10565 W 74TH  1ST,LAGRANGE,IL,60525,,,,,1010,Limited Business License,,,16852.0,RENEW,,12/17/2002,01/13/2003,N,02/16/2003,02/15/2004,01/13/2003,01/14/2003,AAI,,,,,
1446236-20080316,1886871,270455,1,CHRISTIAN O. KOSTRAU,CK MARKETING SOLUTIONS,1904  SOMERSET RD,LONG BEACH,IN,46360,,,,,1010,Limited Business License,,,1446236.0,RENEW,,01/22/2008,04/02/2008,N,03/16/2008,03/15/2010,04/02/2008,04/03/2008,AAI,,,,,
2208665-20121229,2208665,350625,1,"MEADE HEATING, INC.","MEADE HEATING, INC.",4246 W 124TH PL,ALSIP,IL,60803,,,,,4404,Regulated Business License,673,Home Repair Services,2208665.0,ISSUE,,,,N,12/29/2012,02/15/2014,,12/29/2012,AAI,,,,,
67612-20020216,1201985,20794,2,J & B MECHANICAL INC,J & B MECHANICAL INC,128 W PRATT AVE,SCHAUMBURG,IL,60172,,,,,1010,Limited Business License,,,67612.0,RENEW,,12/20/2001,01/30/2002,N,02/16/2002,02/15/2003,01/30/2002,02/26/2002,AAI,,,,,
2163743-20140116,2298065,368856,1,THOMAS KEVIN MOWERY,THOMAS KEVIN MOWERY,508 W BRITTANY DR,ARLINGTON HEIGHTS,IL,60004,,,,,1010,Limited Business License,,,2163743.0,RENEW,,11/15/2013,03/09/2014,N,01/16/2014,01/15/2016,03/09/2014,03/10/2014,AAI,,,,,
2262837-20130702,2262837,381586,1,"BUREAUS INVESTMENT GROUP PORTFOLIO NO. 10, LLC","BUREAUS INVESTMENT GROUP PORTFOLIO NO. 10, LLC",650  DUNDEE RD 3RD 370,NORTHBROOK,IL,60062,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2262837.0,ISSUE,05/31/2013,07/02/2013,07/02/2013,N,07/02/2013,07/15/2015,07/02/2013,07/02/2013,AAI,,,,,
2102490-20110616,2102490,363011,1,Gierczyk Inc.,Gierczyk Inc.,16200  CLINTON ST,HARVEY,IL,60426,,,,,1010,Limited Business License,,,2102490.0,ISSUE,,06/15/2011,06/15/2011,N,06/16/2011,07/15/2013,06/15/2011,06/16/2011,AAI,,,,,
67098-20040216,1459513,64964,1,GALLAGHER ASHPHALT CORPORATION,GALLAGHER ASHPHALT CORPORATION,18100 S INDIANA AVE 1ST,THORNTON,IL,60476,,,,,1010,Limited Business License,,,67098.0,RENEW,,12/15/2003,01/16/2004,N,02/16/2004,02/15/2005,12/22/2003,01/21/2004,AAI,,,,,
2217894-20121216,2218290,358600,1,"LUKE'S HEATING & COOLING, LLC","LUKE'S HEATING & COOLING, LLC",1101  PLEASANT RUN DR 1 1013,WHEELING,IL,60090,,,,,4404,Regulated Business License,673,Home Repair Services,2217894.0,RENEW,,12/31/2012,10/01/2014,N,12/16/2012,12/15/2014,10/01/2014,10/01/2014,AAI,,,,,
73852-20050216,1552883,22139,1,SIMON ELKIND,SIMON'S HEATING & A C,2525  OAK AVE,NORTHBROOK,IL,60062,,,,,1010,Limited Business License,,,73852.0,RENEW,,12/20/2004,01/27/2005,N,02/16/2005,02/15/2006,01/27/2005,01/28/2005,AAI,,,,,
1197558-20070216,1786990,222489,1,"United Drilling, Inc.","United Drilling, Inc.",62  APPLETREE   P.O. BOX 1169 LN  1169,PLUMSTEADVILLE,PA,18949,,,,,1010,Limited Business License,,,1197558.0,RENEW,,12/20/2006,01/26/2007,N,02/16/2007,05/15/2009,01/26/2007,05/18/2017,AAI,,,,,
2559883-20170925,2559883,421711,1,MICHAEL THIEM,MICHAEL THIEM,[REDACTED FOR PRIVACY],WATERLOO,NE,68069,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2559883.0,ISSUE,09/22/2017,09/22/2017,09/22/2017,N,09/25/2017,10/15/2018,09/22/2017,09/25/2017,AAC,07/03/2018,,,,
1196320-20020216,1220726,221954,1,PAM L SMITH,P SMITH CONSULTING,141  ASBURY,EVANSTON,IL,60202,,,,,1012,Home Occupation,,,1196320.0,RENEW,,12/21/2001,04/05/2002,N,02/16/2002,02/15/2003,04/05/2002,04/08/2002,AAI,,,,,
1332619-20040216,1466603,258402,1,PRATE INSTALLATIONS INC.,PRATE INSTALLATIONS INC.,1120 N RAND RD,WAUCONDA,IL,60084,,,,,1010,Limited Business License,,,1332619.0,RENEW,,12/15/2003,01/26/2004,N,02/16/2004,02/15/2005,12/22/2003,01/27/2004,AAI,,,,,
2084936-20110314,2084936,360473,1,JON JON FRULLA,JON JON FRULLA,21 W 015 GLEN PARK RD 1,LOMBARD,IL,60148,,,,,1603,"Peddler, food (fruits and vegtables only)",,,2084936.0,ISSUE,03/14/2011,03/14/2011,03/14/2011,N,03/14/2011,03/15/2013,,03/14/2011,AAC,12/29/2012,,,,
2213441-20121229,2213441,374151,1,REED OLSEN BJORNTVEDT,REED OLSEN BJORNTVEDT,718  DAVOL RD 1 1,STEVENSVILLE,MD,21666,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2213441.0,ISSUE,,,,N,12/29/2012,08/15/2014,,12/29/2012,AAI,,,,,
1194676-20030216,1325393,220505,1,EMMANUEL BISTAS,EMMANUEL BISTAS,8211 S NORMANDY AVE,BURBANK,IL,60459,,,,,1525,Massage Therapist,,,1194676.0,RENEW,,12/17/2002,03/10/2003,N,02/16/2003,02/15/2004,03/10/2003,03/11/2003,AAI,,,,,
1356480-20040216,1468039,263450,1,TADEUSZ B. BOGUSZEWSKI,LEADER GARAGE BUILDERS,9456  BAY COLONY   3-N,DES PLAINES,IL,60016,,,,,1011,Home Repair,,,1356480.0,RENEW,,12/15/2003,02/17/2004,N,02/16/2004,02/15/2005,12/22/2003,02/25/2004,AAI,,,,,
1331382-20080316,1886795,257868,1,"CRUNCH ,  INC.","CRUNCH, INC.",7222 W CERMAK   300,NORTH RIVERSIDE,IL,60546,,,,,1010,Limited Business License,,,1331382.0,RENEW,,01/22/2008,02/06/2008,N,03/16/2008,03/15/2010,02/06/2008,02/07/2008,AAI,,,,,
